Date,Price (USD),Market Cap,Volume
2024-06-30,0.08236949861132492,12070391.263846582,307939.3481448826
2024-06-30,0.08327601716924207,12131378.841678852,313964.57290208223
2024-07-01,0.0830816221614755,12177635.587312045,253640.71897920282
2024-07-01,0.0830181604636656,12158387.676320992,146804.14281650222
2024-07-01,0.08463397354846092,12383204.648756916,321952.9434243285
2024-07-01,0.0841341221678079,12356837.444705982,320921.2796850594
2024-07-01,0.0840064618073399,12298668.735755675,324944.4708144284
2024-07-01,0.08387950117616254,12331344.59049009,155073.77946186688
2024-07-01,0.08294772050482963,12161558.806179112,364416.2273526723
2024-07-01,0.08230969942172489,12055521.812316045,364420.7809767826
2024-07-01,0.0834286948021902,12214082.802127354,383288.57063743984
2024-07-01,0.08212510995327048,12002884.443493947,405401.5927210465
2024-07-01,0.08207467861677137,12015221.011349816,410101.19565373624
2024-07-01,0.08183254714438953,11998675.6785304,366613.1570413095
2024-07-01,0.08155944887544625,11943818.32293857,359036.56959203293
2024-07-01,0.08194545844575934,11997455.71408563,346805.8234213005
2024-07-01,0.08156368561467237,11941554.331459433,343319.7722489563
2024-07-01,0.08149015257655788,11899251.344983282,342659.1298815637
2024-07-01,0.08167893669311943,11937070.03072478,299950.60392769997
2024-07-01,0.08211231788808954,12010260.408464545,247990.96624539632
2024-07-01,0.08244085809323992,12032080.176405605,344401.0755077599
2024-07-01,0.08287479412042367,12144179.879685454,355706.72768496437
2024-07-01,0.08334207513222547,12201401.555899655,326436.7316417842
2024-07-01,0.08402520499873001,12233252.623399965,324352.02072456287
2024-07-01,0.08369556537651164,12247296.585036514,330932.6318354467
2024-07-01,0.08347451688534409,12219703.8596095,334654.10289633763
2024-07-02,0.08332696990679989,12201163.194860842,332247.33176700183
2024-07-02,0.08326290487124072,12199774.769242829,329182.8670890121
2024-07-02,0.08314066376125376,12130953.83895242,173384.35234692122
2024-07-02,0.08361498286652037,12258418.982035726,328902.0205024197
2024-07-02,0.08352937384401501,12248759.201739585,327374.9399807046
2024-07-02,0.08312078156135846,12207240.725882059,332211.97859896475
2024-07-02,0.08331182369061269,12183617.595124943,290581.95426286693
2024-07-02,0.08346268718815257,12224274.814576842,221557.48451545544
2024-07-02,0.08446353618097317,12365585.09180708,292234.0925022205
2024-07-02,0.08399560467955788,12297079.236386936,255084.82851251343
2024-07-02,0.08433558515663878,12346852.874917643,260788.18379711092
2024-07-02,0.0839818503257891,12304927.863121329,258329.20761501472
2024-07-02,0.08419573063095735,12339869.979878025,263176.78065041563
2024-07-02,0.08400261460195702,12241343.998422487,276198.53004977736
2024-07-02,0.08359322015924175,12244237.7475668,276408.26952206605
2024-07-02,0.08328750062071362,12205558.488375967,261151.46647983964
2024-07-02,0.08320494053087286,12181324.849918231,278369.3421355161
2024-07-02,0.08323360173707921,12174592.205084434,280454.53561538656
2024-07-02,0.08330707546819971,12208376.811886897,274241.7000253383
2024-07-02,0.08349227828265847,12231728.869751308,264521.40513209224
2024-07-02,0.08371902008491558,12252150.371584287,210563.8971198867
2024-07-02,0.0841837663587879,12324626.381116359,223849.84311635827
2024-07-02,0.08443136226885664,12365551.313335301,270528.30558641953
2024-07-02,0.08429284905665997,12339678.58637006,266514.4606104111
2024-07-03,0.0843232623490152,12350573.462564727,224077.12372998515
2024-07-03,0.08435658379380576,12351969.462325163,266630.3660572935
2024-07-03,0.08332346211325954,12325140.37609306,230864.42733056072
2024-07-03,0.08298973618044081,12162655.99607184,262872.7986622566
2024-07-03,0.08214439881877997,12038553.291354518,259985.08979862457
2024-07-03,0.08207066515861935,12013869.474433104,254221.59265112624
2024-07-03,0.08205102155788227,11990716.646037214,254549.23608847026
2024-07-03,0.08242254497029229,12091411.937930373,256325.49519022324
2024-07-03,0.08233695719930959,12062163.056267891,246451.62162528504
2024-07-03,0.0823704840900142,12074836.556183293,243525.98461030202
2024-07-03,0.08128204975347036,11996270.028382558,244027.09719054517
2024-07-03,0.08046265636877592,11764134.554170506,243161.35123318617
2024-07-03,0.08005401546229068,11724933.382253913,238898.37619263015
2024-07-03,0.0794076031021918,11618651.046164138,223794.21165715277
2024-07-03,0.07954112205559097,11634586.08691937,221809.11500310936
2024-07-03,0.08007560820230698,11704820.71544186,225842.55598115412
2024-07-03,0.0795228445691606,11656646.775612658,197462.7041612725
2024-07-03,0.079633219558007,11709243.13878813,194556.7599462578
2024-07-03,0.07955504085239858,11645961.305157706,196414.85296095873
2024-07-03,0.07915061080357444,11555909.953686742,229135.64448955815
2024-07-03,0.07903018580616705,11568062.88099495,232904.5352916394
2024-07-03,0.07905044177082851,11573243.59103708,182297.79753763493
2024-07-03,0.07948152481249571,11630358.454618309,171912.06514954707
2024-07-03,0.0796143760867954,11632200.490387201,171599.32018618993
2024-07-04,0.07959018706225461,11659223.184991388,180123.6932560151
2024-07-04,0.07965677295882684,11656796.099479452,181493.8085267883
2024-07-04,0.07874075156355978,11484049.797078187,191382.53513283006
2024-07-04,0.07855925428341967,11479543.899786262,201753.37270192892
2024-07-04,0.07844958491698778,11484446.43037878,201212.2620088293
2024-07-04,0.07832308166084345,11459161.706563424,190894.367840196
2024-07-04,0.07823886013612612,11453253.959605267,204799.7843947082
2024-07-04,0.077384251024236,11368213.10984,201678.72412334246
2024-07-04,0.07641208646463107,11175055.36327655,204272.59844336825
2024-07-04,0.07645295467528392,11196003.825703535,239900.50037764685
2024-07-04,0.07544535141712046,11044068.757506298,233176.20087898418
2024-07-04,0.07866074150713137,11516047.474107388,273769.8592254793
2024-07-04,0.0771147362271138,11280855.577010563,260877.47300549643
